X,Y,Direction,Type,Passable
18,26,North,OneWay,X
18,26,East,Wall,X
18,26,South,Open,O
18,26,West,Open,O
18,27,North,Open,O
18,27,East,Wall,X
18,27,South,Open,O
18,27,West,Wall,X
18,28,North,Open,O
18,28,East,Wall,X
18,28,South,Open,O
18,28,West,Open,O
18,29,North,Open,O
18,29,East,Open,O
18,29,South,Open,O
18,29,West,Open,O
18,30,North,Open,O
18,30,East,Wall,X
18,30,South,Open,O
18,30,West,Open,O
18,31,North,Open,O
18,31,East,Wall,X
18,31,South,Open,O
18,31,West,Wall,X
18,32,North,Open,O
18,32,East,Wall,X
18,32,South,Wall,X
18,32,West,Open,O
18,36,North,Wall,X
18,36,East,Open,O
18,36,South,Open,O
18,36,West,Open,O
18,37,North,Open,O
18,37,East,Wall,X
18,37,South,Open,O
18,37,West,Open,O
18,38,North,Open,O
18,38,East,Open,O
18,38,South,Wall,X
18,38,West,Open,O
19,9,North,Wall,X
19,9,East,Open,O
19,9,South,Open,O
19,9,West,Wall,X
19,10,North,Open,O
19,10,East,Open,O
19,10,South,Wall,X
19,10,West,Wall,X
19,13,North,Wall,X
19,13,East,Open,O
19,13,South,Wall,X
19,13,West,Open,O
19,16,North,Wall,X
19,16,East,Open,O
19,16,South,Open,O
19,16,West,Wall,X
19,17,North,Open,O
19,17,East,Open,O
19,17,South,Wall,X
19,17,West,Wall,X
19,23,North,Wall,X
19,23,East,Open,O
19,23,South,Open,O
19,23,West,Door,O
19,24,North,Open,O
19,24,East,OneWay,O
19,24,South,Wall,X
19,24,West,Open,O
19,29,North,Wall,X
19,29,East,Open,O
19,29,South,Wall,X
19,29,West,Open,O
19,36,North,Wall,X
19,36,East,Open,O
19,36,South,OneWay,O
19,36,West,Open,O
19,37,North,OneWay,X
19,37,East,Open,O
19,37,South,Wall,X
19,37,West,Wall,X
19,38,North,Wall,X
19,38,East,Open,O
19,38,South,Wall,X
19,38,West,Open,O
20,9,North,Wall,X
20,9,East,Wall,X
20,9,South,Open,O
20,9,West,Open,O
20,10,North,Open,O
20,10,East,Open,O
20,10,South,Open,O
20,10,West,Open,O
20,11,North,Open,O
20,11,East,Wall,X
20,11,South,Open,O
20,11,West,Wall,X
20,12,North,Open,O
20,12,East,Wall,X
20,12,South,Open,O
20,12,West,Wall,X
20,13,North,Open,O
20,13,East,Wall,X
20,13,South,Open,O
20,13,West,Open,O
20,14,North,Open,O
20,14,East,Wall,X
20,14,South,Open,O
20,14,West,Wall,X
20,15,North,Open,O
20,15,East,Wall,X
20,15,South,Open,O
20,15,West,Wall,X
20,16,North,Open,O
20,16,East,Open,O
20,16,South,Open,O
20,16,West,Open,O
20,17,North,Open,O
20,17,East,Wall,X
20,17,South,Wall,X
20,17,West,Open,O
20,22,North,Wall,X
20,22,East,Open,O
20,22,South,Open,O
20,22,West,Wall,X
20,23,North,Open,O
20,23,East,Open,O
20,23,South,Open,O
20,23,West,Open,O
20,24,North,Open,O
20,24,East,Open,O
20,24,South,Wall,X
20,24,West,OneWay,X
20,29,North,Wall,X
20,29,East,Open,O
20,29,South,Wall,X
20,29,West,Open,O
20,36,North,Wall,X
20,36,East,Wall,X
20,36,South,Open,O
20,36,West,Open,O
20,37,North,Open,O
20,37,East,Wall,X
20,37,South,OneWay,O
20,37,West,Wall,X
20,38,North,OneWay,X
20,38,East,Wall,X
20,38,South,Wall,X
20,38,West,Open,O
21,10,North,Wall,X
21,10,East,Open,O
21,10,South,Wall,X
21,10,West,Open,O
21,16,North,Wall,X
21,16,East,Open,O
21,16,South,Wall,X
21,16,West,Open,O
21,22,North,Wall,X
21,22,East,Wall,X
21,22,South,Open,O
21,22,West,Open,O
21,23,North,Open,O
21,23,East,Open,O
21,23,South,Open,O
21,23,West,Open,O
21,24,North,Open,O
21,24,East,Wall,X
21,24,South,Wall,X
21,24,West,Open,O
21,29,North,Wall,X
21,29,East,Open,O
21,29,South,Wall,X
21,29,West,Open,O
22,10,North,Wall,X
22,10,East,Open,O
22,10,South,Wall,X
22,10,West,Open,O
22,14,North,Wall,X
22,14,East,Open,O
22,14,South,Wall,X
22,14,West,Wall,X
22,16,North,Wall,X
22,16,East,Open,O
22,16,South,Wall,X
22,16,West,Open,O
22,23,North,Wall,X
22,23,East,LockedDoor,X
22,23,South,Wall,X
22,23,West,Open,O
22,29,North,Wall,X
22,29,East,Door,O
22,29,South,Wall,X
22,29,West,Open,O
23,10,North,Wall,X
23,10,East,Open,O
23,10,South,Wall,X
23,10,West,Open,O
23,12,North,Wall,X
23,12,East,Open,O
23,12,South,Wall,X
23,12,West,Wall,X
23,14,North,Wall,X
23,14,East,Open,O
23,14,South,Wall,X
23,14,West,Open,O
23,16,North,Wall,X
23,16,East,Open,O
23,16,South,Wall,X
23,16,West,Open,O
23,23,North,Wall,X
23,23,East,Open,O
23,23,South,Wall,X
23,23,West,LockedDoor,X
23,29,North,Wall,X
23,29,East,Open,O
23,29,South,Open,O
23,29,West,Door,O
23,30,North,Open,O
23,30,East,Door,O
23,30,South,Open,O
23,30,West,Wall,X
23,31,North,Open,O
23,31,East,Open,O
23,31,South,Open,O
23,31,West,Wall,X
23,32,North,Open,O
23,32,East,Open,O
23,32,South,Open,O
23,32,West,Wall,X
23,33,North,Open,O
23,33,East,Open,O
23,33,South,Open,O
23,33,West,Wall,X
23,34,North,Open,O
23,34,East,Open,O
23,34,South,Open,O
23,34,West,Wall,X
23,35,North,Open,O
23,35,East,Open,O
23,35,South,Open,O
23,35,West,Wall,X
23,36,North,Open,O
23,36,East,Open,O
23,36,South,Open,O
23,36,West,Wall,X
23,37,North,Open,O
23,37,East,Open,O
23,37,South,Open,O
23,37,West,Wall,X
23,38,North,Open,O
23,38,East,Open,O
23,38,South,Open,O
23,38,West,Wall,X
23,39,North,Open,O
23,39,East,Wall,X
23,39,South,Open,O
23,39,West,Wall,X
23,40,North,Open,O
23,40,East,Open,O
23,40,South,Open,O
23,40,West,Wall,X
23,41,North,Open,O
23,41,East,Open,O
23,41,South,Wall,X
23,41,West,Wall,X
24,10,North,Wall,X
24,10,East,Open,O
24,10,South,Wall,X
24,10,West,Open,O
24,12,North,Wall,X
24,12,East,Door,O
24,12,South,Wall,X
24,12,West,Open,O
24,14,North,Wall,X
24,14,East,Door,O
24,14,South,Wall,X
24,14,West,Open,O
24,16,North,Wall,X
24,16,East,Open,O
24,16,South,Wall,X
24,16,West,Open,O
24,23,North,Wall,X
24,23,East,Open,O
24,23,South,Wall,X
24,23,West,Open,O
24,29,North,Wall,X
24,29,East,Open,O
24,29,South,Open,O
24,29,West,Open,O
24,30,North,Open,O
24,30,East,Open,O
24,30,South,Open,O
24,30,West,Door,O
24,31,North,Open,O
24,31,East,Open,O
24,31,South,Open,O
24,31,West,Open,O
24,32,North,Open,O
24,32,East,Open,O
24,32,South,Open,O
24,32,West,Open,O
24,33,North,Open,O
24,33,East,Wall,X
24,33,South,Open,O
24,33,West,Open,O
24,34,North,Open,O
24,34,East,Wall,X
24,34,South,Open,O
24,34,West,Open,O
24,35,North,Open,O
24,35,East,Wall,X
24,35,South,Open,O
24,35,West,Open,O
24,36,North,Open,O
24,36,East,Wall,X
24,36,South,Open,O
24,36,West,Open,O
24,37,North,Open,O
24,37,East,Wall,X
24,37,South,Open,O
24,37,West,Open,O
24,38,North,Open,O
24,38,East,Wall,X
24,38,South,Wall,X
24,38,West,Open,O
24,40,North,Wall,X
24,40,East,Open,O
24,40,South,Open,O
24,40,West,Open,O
24,41,North,Open,O
24,41,East,Open,O
24,41,South,Wall,X
24,41,West,Open,O
25,9,North,Wall,X
25,9,East,Open,O
25,9,South,Door,O
25,9,West,Wall,X
25,10,North,Door,O
25,10,East,Open,O
25,10,South,Open,O
25,10,West,Open,O
25,11,North,Open,O
25,11,East,Wall,X
25,11,South,Open,O
25,11,West,Wall,X
25,12,North,Open,O
25,12,East,Wall,X
25,12,South,Open,O
25,12,West,Door,O
25,13,North,Open,O
25,13,East,Open,O
25,13,South,Open,O
25,13,West,Wall,X
25,14,North,Open,O
25,14,East,Wall,X
25,14,South,Open,O
25,14,West,Door,O
25,15,North,Open,O
25,15,East,Wall,X
25,15,South,Open,O
25,15,West,Wall,X
25,16,North,Open,O
25,16,East,Open,O
25,16,South,Open,O
25,16,West,Open,O
25,17,North,Open,O
25,17,East,Open,O
25,17,South,Wall,X
25,17,West,Wall,X
25,20,North,Wall,X
25,20,East,Open,O
25,20,South,Open,O
25,20,West,Wall,X
25,21,North,Open,O
25,21,East,Wall,X
25,21,South,Open,O
25,21,West,Wall,X
25,22,North,Open,O
25,22,East,Wall,X
25,22,South,Open,O
25,22,West,Wall,X
25,23,North,Open,O
25,23,East,Wall,X
25,23,South,Wall,X
25,23,West,Open,O
25,29,North,Wall,X
25,29,East,Open,O
25,29,South,Open,O
25,29,West,Open,O
25,30,North,Open,O
25,30,East,Open,O
25,30,South,Open,O
25,30,West,Open,O
25,31,North,Open,O
25,31,East,Open,O
25,31,South,Open,O
25,31,West,Open,O
25,32,North,Open,O
25,32,East,Open,O
25,32,South,Wall,X
25,32,West,Open,O
25,40,North,Wall,X
25,40,East,Open,O
25,40,South,Open,O
25,40,West,Open,O
25,41,North,Open,O
25,41,East,Open,O
25,41,South,Wall,X
25,41,West,Open,O
26,9,North,Wall,X
26,9,East,Wall,X
26,9,South,Open,O
26,9,West,Open,O
26,10,North,Open,O
26,10,East,Wall,X
26,10,South,Wall,X
26,10,West,Open,O
26,13,North,Wall,X
26,13,East,Open,O
26,13,South,Wall,X
26,13,West,Open,O
26,16,North,Wall,X
26,16,East,Wall,X
26,16,South,Open,O
26,16,West,Open,O
26,17,North,Open,O
26,17,East,GimmickDoor,X
26,17,South,Wall,X
26,17,West,Open,O
26,20,North,Wall,X
26,20,East,Door,O
26,20,South,Wall,X
26,20,West,Open,O
26,29,North,Wall,X
26,29,East,Open,O
26,29,South,Open,O
26,29,West,Open,O
26,30,North,Open,O
26,30,East,Open,O
26,30,South,Open,O
26,30,West,Open,O
26,31,North,Open,O
26,31,East,Door,O
26,31,South,Open,O
26,31,West,Open,O
26,32,North,Open,O
26,32,East,Open,O
26,32,South,Open,O
26,32,West,Open,O
26,33,North,Open,O
26,33,East,Open,O
26,33,South,Open,O
26,33,West,Wall,X
26,34,North,Open,O
26,34,East,Open,O
26,34,South,Open,O
26,34,West,Wall,X
26,35,North,Open,O
26,35,East,Wall,X
26,35,South,Wall,X
26,35,West,Wall,X
26,38,North,Wall,X
26,38,East,Open,O
26,38,South,Open,O
26,38,West,Wall,X
26,39,North,Open,O
26,39,East,Open,O
26,39,South,Open,O
26,39,West,Wall,X
26,40,North,Open,O
26,40,East,Open,O
26,40,South,Open,O
26,40,West,Open,O
26,41,North,Open,O
26,41,East,Open,O
26,41,South,Wall,X
26,41,West,Open,O
27,13,North,Wall,X
27,13,East,Wall,X
27,13,South,Wall,X
27,13,West,Open,O
27,17,North,Wall,X
27,17,East,Open,O
27,17,South,Open,O
27,17,West,GimmickDoor,X
27,18,North,Open,O
27,18,East,Open,O
27,18,South,Door,O
27,18,West,Wall,X
27,19,North,Door,O
27,19,East,Open,O
27,19,South,Open,O
27,19,West,Wall,X
27,20,North,Open,O
27,20,East,OneWay,O
27,20,South,Wall,X
27,20,West,Door,O
27,21,North,Wall,X
27,21,East,OneWay,O
27,21,South,Open,O
27,21,West,Wall,X
27,22,North,Wall,X
27,22,East,Open,O
27,22,South,Open,O
27,22,West,Wall,X
27,23,North,Open,O
27,23,East,Open,O
27,23,South,Open,O
27,23,West,Wall,X
27,24,North,Open,O
27,24,East,Open,O
27,24,South,Open,O
27,24,West,Wall,X
27,25,North,Open,O
27,25,East,Open,O
27,25,South,Open,O
27,25,West,Wall,X
27,26,North,Open,O
27,26,East,Open,O
27,26,South,Wall,X
27,26,West,Wall,X
27,29,North,Wall,X
27,29,East,Door,O
27,29,South,Open,O
27,29,West,Open,O
27,30,North,Open,O
27,30,East,Open,O
27,30,South,Open,O
27,30,West,Open,O
27,31,North,Open,O
27,31,East,Open,O
27,31,South,Open,O
27,31,West,Door,O
27,32,North,Open,O
27,32,East,Open,O
27,32,South,Open,O
27,32,West,Open,O
27,33,North,Open,O
27,33,East,Open,O
27,33,South,Open,O
27,33,West,Open,O
27,34,North,Open,O
27,34,East,Wall,X
27,34,South,Wall,X
27,34,West,Open,O
27,36,North,Wall,X
27,36,East,Open,O
27,36,South,Wall,X
27,36,West,Wall,X
27,38,North,Wall,X
27,38,East,Wall,X
27,38,South,Open,O
27,38,West,Open,O
27,39,North,Open,O
27,39,East,Open,O
27,39,South,Open,O
27,39,West,Open,O
27,40,North,Open,O
27,40,East,Open,O
27,40,South,Open,O
27,40,West,Open,O
27,41,North,Open,O
27,41,East,Open,O
27,41,South,Wall,X
27,41,West,Open,O
28,17,North,Wall,X
28,17,East,Open,O
28,17,South,Open,O
28,17,West,Open,O
28,18,North,Open,O
28,18,East,Open,O
28,18,South,Open,O
28,18,West,Open,O
28,19,North,Open,O
28,19,East,Wall,X
28,19,South,Open,O
28,19,West,Open,O
28,20,North,Open,O
28,20,East,Wall,X
28,20,South,Open,O
28,20,West,OneWay,X
28,21,North,Open,O
28,21,East,Wall,X
28,21,South,Open,O
28,21,West,OneWay,X
28,22,North,Open,O
28,22,East,Wall,X
28,22,South,Open,O
28,22,West,Open,O
28,23,North,Open,O
28,23,East,Wall,X
28,23,South,Open,O
28,23,West,Open,O
28,24,North,Open,O
28,24,East,Open,O
28,24,South,Open,O
28,24,West,Open,O
28,25,North,Open,O
28,25,East,Open,O
28,25,South,Open,O
28,25,West,Open,O
28,26,North,Open,O
28,26,East,Open,O
28,26,South,Wall,X
28,26,West,Open,O
28,29,North,Wall,X
28,29,East,Open,O
28,29,South,Open,O
28,29,West,Door,O
28,30,North,Open,O
28,30,East,Open,O
28,30,South,Open,O
28,30,West,Open,O
28,31,North,Open,O
28,31,East,Open,O
28,31,South,Open,O
28,31,West,Open,O
28,32,North,Open,O
28,32,East,Open,O
28,32,South,Open,O
28,32,West,Open,O
28,33,North,Open,O
28,33,East,Wall,X
28,33,South,Wall,X
28,33,West,Open,O
28,35,North,Wall,X
28,35,East,Open,O
28,35,South,Open,O
28,35,West,Wall,X
28,36,North,Open,O
28,36,East,Door,O
28,36,South,Open,O
28,36,West,Open,O
28,37,North,Open,O
28,37,East,Open,O
28,37,South,Wall,X
28,37,West,Wall,X
28,39,North,Wall,X
28,39,East,Wall,X
28,39,South,Open,O
28,39,West,Open,O
28,40,North,Open,O
28,40,East,Open,O
28,40,South,Open,O
28,40,West,Open,O
28,41,North,Open,O
28,41,East,Open,O
28,41,South,Wall,X
28,41,West,Open,O
29,17,North,Wall,X
29,17,East,Open,O
29,17,South,Open,O
29,17,West,Open,O
29,18,North,Open,O
29,18,East,Wall,X
29,18,South,Wall,X
29,18,West,Open,O
29,24,North,Wall,X
29,24,East,Wall,X
29,24,South,Open,O
29,24,West,Open,O
29,25,North,Open,O
29,25,East,Open,O
29,25,South,Open,O
29,25,West,Open,O
29,26,North,Open,O
29,26,East,Open,O
29,26,South,Wall,X
29,26,West,Open,O
29,29,North,Wall,X
29,29,East,Open,O
29,29,South,Open,O
29,29,West,Open,O
29,30,North,Open,O
29,30,East,Open,O
29,30,South,Open,O
29,30,West,Open,O
29,31,North,Open,O
29,31,East,Open,O
29,31,South,Open,O
29,31,West,Open,O
29,32,North,Open,O
29,32,East,Open,O
29,32,South,Wall,X
29,32,West,Open,O
29,34,North,Wall,X
29,34,East,Open,O
29,34,South,Open,O
29,34,West,Wall,X
29,35,North,Open,O
29,35,East,Open,O
29,35,South,Open,O
29,35,West,Open,O
29,36,North,Open,O
29,36,East,Open,O
29,36,South,Open,O
29,36,West,Door,O
29,37,North,Open,O
29,37,East,Open,O
29,37,South,Open,O
29,37,West,Open,O
29,38,North,Open,O
29,38,East,Open,O
29,38,South,Wall,X
29,38,West,Wall,X
29,40,North,Wall,X
29,40,East,Open,O
29,40,South,Open,O
29,40,West,Open,O
29,41,North,Open,O
29,41,East,Open,O
29,41,South,Wall,X
29,41,West,Open,O
30,17,North,Wall,X
30,17,East,Open,O
30,17,South,Wall,X
30,17,West,Open,O
30,20,North,Wall,X
30,20,East,Open,O
30,20,South,Open,O
30,20,West,Wall,X
30,21,North,Open,O
30,21,East,Open,O
30,21,South,Open,O
30,21,West,Wall,X
30,22,North,Open,O
30,22,East,Open,O
30,22,South,Wall,X
30,22,West,Wall,X
30,25,North,Wall,X
30,25,East,Open,O
30,25,South,Open,O
30,25,West,Open,O
30,26,North,Open,O
30,26,East,Open,O
30,26,South,Wall,X
30,26,West,Open,O
30,29,North,Wall,X
30,29,East,LockedDoor,X
30,29,South,Open,O
30,29,West,Open,O
30,30,North,Open,O
30,30,East,Wall,X
30,30,South,Open,O
30,30,West,Open,O
30,31,North,Open,O
30,31,East,Wall,X
30,31,South,Open,O
30,31,West,Open,O
30,32,North,Open,O
30,32,East,Wall,X
30,32,South,Open,O
30,32,West,Open,O
30,33,North,Open,O
30,33,East,Wall,X
30,33,South,Door,O
30,33,West,Wall,X
30,34,North,Door,O
30,34,East,Open,O
30,34,South,Open,O
30,34,West,Open,O
30,35,North,Open,O
30,35,East,Open,O
30,35,South,Open,O
30,35,West,Open,O
30,36,North,Open,O
30,36,East,Open,O
30,36,South,Open,O
30,36,West,Open,O
30,37,North,Open,O
30,37,East,Wall,X
30,37,South,Open,O
30,37,West,Open,O
30,38,North,Open,O
30,38,East,Open,O
30,38,South,Door,O
30,38,West,Open,O
30,39,North,Door,O
30,39,East,Open,O
30,39,South,Open,O
30,39,West,Wall,X
30,40,North,Open,O
30,40,East,Door,O
30,40,South,Open,O
30,40,West,Open,O
30,41,North,Open,O
30,41,East,Open,O
30,41,South,Wall,X
30,41,West,Open,O
31,17,North,Wall,X
31,17,East,Open,O
31,17,South,Wall,X
31,17,West,Open,O
31,19,North,Wall,X
31,19,East,Open,O
31,19,South,Open,O
31,19,West,Wall,X
31,20,North,Open,O
31,20,East,Open,O
31,20,South,Open,O
31,20,West,Open,O
31,21,North,Open,O
31,21,East,Open,O
31,21,South,Open,O
31,21,West,Open,O
31,22,North,Open,O
31,22,East,Open,O
31,22,South,Open,O
31,22,West,Open,O
31,23,North,Open,O
31,23,East,Open,O
31,23,South,Wall,X
31,23,West,Wall,X
31,25,North,Wall,X
31,25,East,Open,O
31,25,South,Open,O
31,25,West,Open,O
31,26,North,Open,O
31,26,East,Open,O
31,26,South,Wall,X
31,26,West,Open,O
31,29,North,Wall,X
31,29,East,Open,O
31,29,South,Wall,X
31,29,West,LockedDoor,X
31,34,North,Wall,X
31,34,East,Wall,X
31,34,South,Open,O
31,34,West,Open,O
31,35,North,Open,O
31,35,East,Open,O
31,35,South,Open,O
31,35,West,Open,O
31,36,North,Open,O
31,36,East,Door,O
31,36,South,Wall,X
31,36,West,Open,O
31,38,North,Wall,X
31,38,East,Wall,X
31,38,South,Door,O
31,38,West,Open,O
31,39,North,Door,O
31,39,East,Open,O
31,39,South,Open,O
31,39,West,Open,O
31,40,North,Open,O
31,40,East,Door,O
31,40,South,Open,O
31,40,West,Door,O
31,41,North,Open,O
31,41,East,Open,O
31,41,South,Wall,X
31,41,West,Open,O
32,17,North,Wall,X
32,17,East,Open,O
32,17,South,Wall,X
32,17,West,Open,O
32,19,North,Wall,X
32,19,East,Wall,X
32,19,South,Open,O
32,19,West,Open,O
32,20,North,Open,O
32,20,East,Open,O
32,20,South,Open,O
32,20,West,Open,O
32,21,North,Open,O
32,21,East,Open,O
32,21,South,Open,O
32,21,West,Open,O
32,22,North,Open,O
32,22,East,Open,O
32,22,South,Open,O
32,22,West,Open,O
32,23,North,Open,O
32,23,East,Wall,X
32,23,South,Wall,X
32,23,West,Open,O
32,25,North,Wall,X
32,25,East,Door,O
32,25,South,Open,O
32,25,West,Open,O
32,26,North,Open,O
32,26,East,Open,O
32,26,South,Wall,X
32,26,West,Open,O
32,29,North,Wall,X
32,29,East,Open,O
32,29,South,Wall,X
32,29,West,Open,O
32,31,North,Wall,X
32,31,East,Open,O
32,31,South,Open,O
32,31,West,Wall,X
32,32,North,Open,O
32,32,East,Open,O
32,32,South,Open,O
32,32,West,Wall,X
32,33,North,Open,O
32,33,East,Open,O
32,33,South,Wall,X
32,33,West,Wall,X
32,35,North,Wall,X
32,35,East,Open,O
32,35,South,Open,O
32,35,West,Open,O
32,36,North,Open,O
32,36,East,Open,O
32,36,South,Wall,X
32,36,West,Door,O
32,39,North,Wall,X
32,39,East,Open,O
32,39,South,Open,O
32,39,West,Open,O
32,40,North,Open,O
32,40,East,Open,O
32,40,South,Open,O
32,40,West,Door,O
32,41,North,Open,O
32,41,East,Open,O
32,41,South,Wall,X
32,41,West,Open,O
33,17,North,Wall,X
33,17,East,Open,O
33,17,South,Wall,X
33,17,West,Open,O
33,20,North,Wall,X
33,20,East,Open,O
33,20,South,Open,O
33,20,West,Open,O
33,21,North,Open,O
33,21,East,Door,O
33,21,South,Open,O
33,21,West,Open,O
33,22,North,Open,O
33,22,East,Open,O
33,22,South,Wall,X
33,22,West,Open,O
33,25,North,Wall,X
33,25,East,Open,O
33,25,South,Open,O
33,25,West,Door,O
33,26,North,Open,O
33,26,East,Open,O
33,26,South,Wall,X
33,26,West,Open,O
33,29,North,Wall,X
33,29,East,Open,O
33,29,South,Wall,X
33,29,West,Open,O
33,31,North,Wall,X
33,31,East,Wall,X
33,31,South,Open,O
33,31,West,Open,O
33,32,North,Open,O
33,32,East,Wall,X
33,32,South,Open,O
33,32,West,Open,O
33,33,North,Open,O
33,33,East,Wall,X
33,33,South,Wall,X
33,33,West,Open,O
33,35,North,Wall,X
33,35,East,Open,O
33,35,South,Open,O
33,35,West,Open,O
33,36,North,Open,O
33,36,East,Open,O
33,36,South,Wall,X
33,36,West,Open,O
33,39,North,Wall,X
33,39,East,Open,O
33,39,South,Open,O
33,39,West,Open,O
33,40,North,Open,O
33,40,East,Open,O
33,40,South,Open,O
33,40,West,Open,O
33,41,North,Open,O
33,41,East,Open,O
33,41,South,Wall,X
33,41,West,Open,O
34,17,North,Wall,X
34,17,East,Open,O
34,17,South,Open,O
34,17,West,Open,O
34,18,North,Open,O
34,18,East,Open,O
34,18,South,Open,O
34,18,West,Wall,X
34,19,North,Open,O
34,19,East,Open,O
34,19,South,Open,O
34,19,West,Wall,X
34,20,North,Open,O
34,20,East,Open,O
34,20,South,Open,O
34,20,West,Open,O
34,21,North,Open,O
34,21,East,Open,O
34,21,South,Open,O
34,21,West,Door,O
34,22,North,Open,O
34,22,East,Open,O
34,22,South,Open,O
34,22,West,Open,O
34,23,North,Open,O
34,23,East,Open,O
34,23,South,Open,O
34,23,West,Wall,X
34,24,North,Open,O
34,24,East,Open,O
34,24,South,Open,O
34,24,West,Wall,X
34,25,North,Open,O
34,25,East,Open,O
34,25,South,Open,O
34,25,West,Open,O
34,26,North,Open,O
34,26,East,Door,O
34,26,South,Wall,X
34,26,West,Open,O
34,29,North,Wall,X
34,29,East,Open,O
34,29,South,Wall,X
34,29,West,Open,O
34,34,North,Wall,X
34,34,East,Wall,X
34,34,South,Open,O
34,34,West,Wall,X
34,35,North,Open,O
34,35,East,Open,O
34,35,South,Open,O
34,35,West,Open,O
34,36,North,Open,O
34,36,East,Open,O
34,36,South,Open,O
34,36,West,Open,O
34,37,North,Open,O
34,37,East,Open,O
34,37,South,Open,O
34,37,West,Wall,X
34,38,North,Open,O
34,38,East,Open,O
34,38,South,Open,O
34,38,West,Wall,X
34,39,North,Open,O
34,39,East,Open,O
34,39,South,Open,O
34,39,West,Open,O
34,40,North,Open,O
34,40,East,Open,O
34,40,South,Open,O
34,40,West,Open,O
34,41,North,Open,O
34,41,East,Open,O
34,41,South,Wall,X
34,41,West,Open,O
35,16,North,Wall,X
35,16,East,Open,O
35,16,South,Open,O
35,16,West,Wall,X
35,17,North,Open,O
35,17,East,Open,O
35,17,South,Open,O
35,17,West,Open,O
35,18,North,Open,O
35,18,East,Wall,X
35,18,South,Open,O
35,18,West,Open,O
35,19,North,Open,O
35,19,East,Wall,X
35,19,South,Open,O
35,19,West,Open,O
35,20,North,Open,O
35,20,East,Wall,X
35,20,South,Open,O
35,20,West,Open,O
35,21,North,Open,O
35,21,East,Wall,X
35,21,South,Open,O
35,21,West,Open,O
35,22,North,Open,O
35,22,East,Wall,X
35,22,South,Open,O
35,22,West,Open,O
35,23,North,Open,O
35,23,East,Wall,X
35,23,South,Open,O
35,23,West,Open,O
35,24,North,Open,O
35,24,East,Wall,X
35,24,South,Open,O
35,24,West,Open,O
35,25,North,Open,O
35,25,East,Open,O
35,25,South,Open,O
35,25,West,Open,O
35,26,North,Open,O
35,26,East,Open,O
35,26,South,Open,O
35,26,West,Door,O
35,27,North,Open,O
35,27,East,Open,O
35,27,South,Wall,X
35,27,West,Wall,X
35,29,North,Wall,X
35,29,East,Open,O
35,29,South,Wall,X
35,29,West,Open,O
35,31,North,Wall,X
35,31,East,Open,O
35,31,South,Wall,X
35,31,West,Wall,X
35,33,North,Wall,X
35,33,East,Open,O
35,33,South,Wall,X
35,33,West,Wall,X
35,35,North,Wall,X
35,35,East,Door,O
35,35,South,Open,O
35,35,West,Open,O
35,36,North,Open,O
35,36,East,Wall,X
35,36,South,Open,O
35,36,West,Open,O
35,37,North,Open,O
35,37,East,Wall,X
35,37,South,Open,O
35,37,West,Open,O
35,38,North,Open,O
35,38,East,Wall,X
35,38,South,Open,O
35,38,West,Open,O
35,39,North,Open,O
35,39,East,Wall,X
35,39,South,Open,O
35,39,West,Open,O
35,40,North,Open,O
35,40,East,Wall,X
35,40,South,Open,O
35,40,West,Open,O
35,41,North,Open,O
35,41,East,Open,O
35,41,South,Wall,X
35,41,West,Open,O
36,16,North,Wall,X
36,16,East,Open,O
36,16,South,Open,O
36,16,West,Open,O
36,17,North,Open,O
36,17,East,Wall,X
36,17,South,Wall,X
36,17,West,Open,O
36,25,North,Wall,X
36,25,East,Open,O
36,25,South,Open,O
36,25,West,Open,O
36,26,North,Open,O
36,26,East,Open,O
36,26,South,Open,O
36,26,West,Open,O
36,27,North,Open,O
36,27,East,Open,O
36,27,South,Wall,X
36,27,West,Open,O
36,29,North,Wall,X
36,29,East,Open,O
36,29,South,Wall,X
36,29,West,Open,O
36,31,North,Wall,X
36,31,East,Wall,X
36,31,South,Open,O
36,31,West,Open,O
36,32,North,Open,O
36,32,East,Wall,X
36,32,South,Open,O
36,32,West,Wall,X
36,33,North,Open,O
36,33,East,Wall,X
36,33,South,Wall,X
36,33,West,Open,O
36,35,North,Wall,X
36,35,East,Open,O
36,35,South,Wall,X
36,35,West,Door,O
36,41,North,Wall,X
36,41,East,Open,O
36,41,South,Wall,X
36,41,West,Open,O
37,16,North,Wall,X
37,16,East,Open,O
37,16,South,Wall,X
37,16,West,Open,O
37,19,North,Wall,X
37,19,East,Open,O
37,19,South,Open,O
37,19,West,Wall,X
37,20,North,Open,O
37,20,East,Open,O
37,20,South,Wall,X
37,20,West,Wall,X
37,22,North,Wall,X
37,22,East,Wall,X
37,22,South,Open,O
37,22,West,Wall,X
37,23,North,Open,O
37,23,East,Open,O
37,23,South,Open,O
37,23,West,Wall,X
37,24,North,Open,O
37,24,East,Open,O
37,24,South,Open,O
37,24,West,Wall,X
37,25,North,Open,O
37,25,East,Open,O
37,25,South,Open,O
37,25,West,Open,O
37,26,North,Open,O
37,26,East,Open,O
37,26,South,Open,O
37,26,West,Open,O
37,27,North,Open,O
37,27,East,Open,O
37,27,South,Wall,X
37,27,West,Open,O
37,29,North,Wall,X
37,29,East,Open,O
37,29,South,Wall,X
37,29,West,Open,O
37,34,North,Wall,X
37,34,East,Open,O
37,34,South,Open,O
37,34,West,Wall,X
37,35,North,Open,O
